eventId,epc_code,location_id,scan_location,business_step,event_type,event_time,file_id,is_anomaly,anomaly_type
981,001.8805843.8771704.787184.20250701.000000197,1,인천공장,Factory,Aggregation,2025-07-01 19:48:00,1,0,normal
982,001.8805843.8771704.787184.20250701.000000197,5,인천공장창고,WMS,WMS_Inbound,2025-07-02 00:15:02,1,0,normal
983,001.8805843.8771704.787184.20250701.000000197,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-01 22:15:02,1,1,evtOrderErr
984,001.8805843.8771704.787184.20250701.000000197,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 16:09:37,1,0,normal
985,001.8805843.8771704.787184.20250701.000000197,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 17:29:10,1,0,normal
986,001.8809437.1603139.810623.20250701.000000198,1,인천공장,Factory,Aggregation,2025-07-01 19:51:00,1,0,normal
987,001.8809437.1603139.810623.20250701.000000198,5,인천공장창고,WMS,WMS_Inbound,2025-07-01 23:12:45,1,0,normal
988,001.8809437.1603139.810623.20250701.000000198,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 05:05:57,1,0,normal
989,001.8809437.1603139.810623.20250701.000000198,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 13:53:42,1,0,normal
990,001.8809437.1603139.810623.20250701.000000198,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 21:01:41,1,0,normal
991,001.8809437.4295289.635336.20250701.000000199,1,인천공장,Factory,Aggregation,2025-07-01 19:54:00,1,0,normal
992,001.8809437.4295289,5,인천공장창고,WMS,WMS_Inbound,2025-07-02 01:05:00,1,1,epcFake
993,001.8809437.4295289.635336.20250701.000000199,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 07:44:09,1,0,normal
994,001.8809437.4295289.635336.20250701.000000199,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 15:29:30,1,1,locErr
995,001.8809437.4295289.635336.20250701.000000199,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 22:02:37,1,0,normal
996,001.8805843.1020491.381267.20250701.000000200,1,인천공장,Factory,Aggregation,2025-07-01 19:57:00,1,0,normal
997,001.8805843.1020491.381267.20250701.000000200,5,인천공장창고,WMS,WMS_Inbound,2025-07-01 19:57:26,1,1,jump
998,001.8805843.1020491.381267.20250701.000000200,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 05:13:29,1,0,normal
999,001.8805843.1020491.381267.20250701.000000200,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 09:55:59,1,0,normal
1000,001.8805843.1020491.381267.20250701.000000200,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 14:31:31,1,0,normal
1001,001.8809437.7885333.692565.20250701.000000201,1,인천공장,Factory,Aggregation,2025-07-01 20:00:00,1,0,normal
1002,001.8809437.7885333.692565.20250701.000000201,5,인천공장창고,WMS,WMS_Inbound,2025-07-02 01:48:36,1,0,normal
1003,001.8809437.7885333.692565.20250701.000000201,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 05:05:26,1,0,normal
1004,001.8809437.7885333.692565.20250701.000000201,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 07:13:09,1,0,normal
1005,001.8809437.7885333.692565.20250701.000000201,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 12:52:28,1,0,normal
1006,001.8809437.9937909.903565.20250701.000000202,1,인천공장,Factory,Aggregation,2025-07-01 20:03:00,1,0,normal
1007,001.8809437.9937909.903565.20250701.000000202,5,인천공장창고,WMS,WMS_Inbound,2025-07-02 00:43:36,1,0,normal
1008,001.8809437.9937909.903565.20250701.000000202,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 05:20:57,1,0,normal
1009,001.8809437.9937909.903565.20250701.000000202,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 11:04:04,1,0,normal
1010,001.8809437.9937909.903565.20250701.000000202,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 17:11:00,1,0,normal
1011,001.8804823.1832209.657363.20250701.000000203,1,인천공장,Factory,Aggregation,2025-07-01 20:06:00,1,0,normal
1012,001.8804823.1832209.657363.20250701.000000203,5,인천공장창고,WMS,WMS_Inbound,2025-07-01 23:35:01,1,1,locErr
1013,001.8804823.1832209.657363.20250701.000000203,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 02:27:57,1,0,normal
1014,001.8804823.1832209.657363.20250701.000000203,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 06:28:04,1,0,normal
1015,001.8804823.1832209.657363.20250701.000000203,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 13:09:04,1,0,normal
1016,001.8805843.1809012.390495.20250701.000000204,1,인천공장,Factory,Aggregation,2025-07-01 20:09:00,1,0,normal
1017,001.8805843.1809012.390495.20250701.000000204,5,인천공장창고,WMS,WMS_Inbound,2025-07-02 00:52:38,1,0,normal
1018,001.8805843.1809012.390495.20250701.000000204,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 07:43:54,1,0,normal
1019,001.8805843.1809012.390495.20250701.000000204,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 16:20:34,1,0,normal
1020,001.8805843.1809012.390495.20250701.000000204,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 17:20:34,1,0,normal
1021,001.8809437.3938088.194637.20250701.000000205,1,인천공장,Factory,Aggregation,2025-07-01 20:12:00,1,0,normal
1022,001.8809437.3938088.194637.20250701.000000205,5,인천공장창고,WMS,WMS_Inbound,2025-07-02 01:15:54,1,0,normal
1023,001.8809437.3938088.194637.20250701.000000205,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 04:05:55,1,0,normal
1024,001.8809437.3938088.194637.20250701.000000205,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 08:18:10,1,0,normal
1025,001.8809437.3938088.194637.20250701.000000205,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 15:16:37,1,0,normal
1026,001.8809437.2806657.292050.20250701.000000206,1,인천공장,Factory,Aggregation,2025-07-01 20:15:00,1,0,normal
1027,001.8809437.2806657.292050.20250701.000000206,5,인천공장창고,WMS,WMS_Inbound,2025-07-02 00:13:17,1,0,normal
1028,001.8809437.2806657.292050.20250701.000000206,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 06:21:20,1,0,normal
1029,001.8809437.2806657.292050.20250701.000000206,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 12:34:15,1,0,normal
1030,001.8809437.2806657.292050.20250701.000000206,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 16:49:54,1,0,normal
1031,001.8804823.9056103.459100.20250701.000000207,1,인천공장,Factory,Aggregation,2025-07-01 20:18:00,1,0,normal
1032,001.8804823.9056103.459100.20250701.000000207,5,인천공장창고,WMS,WMS_Inbound,2025-07-02 01:03:33,1,0,normal
1033,001.8804823.9056103.459100.20250701.000000207,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 06:09:48,1,0,normal
1034,001.8804823.9056103.459100.20250701.000000207,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 00:09:48,1,1,evtOrderErr
1035,001.8804823.9056103.459100.20250701.000000207,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 13:52:06,1,1,epcDup
1036,001.8805843.6840214.784766.20250701.000000208,1,인천공장,Factory,Aggregation,2025-07-01 20:21:00,1,0,normal
1037,001.8805843.6840214.784766.20250701.000000208,5,인천공장창고,WMS,WMS_Inbound,2025-07-02 01:10:24,1,0,normal
1038,001.8805843.6840214.784766.20250701.000000208,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 02:49:18,1,0,normal
1039,001.8805843.6840214.784766.20250701.000000208,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 05:56:34,1,0,normal
1040,001.8805843.6840214.784766.20250701.000000208,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 02:56:34,1,1,evtOrderErr
1041,001.8804823.1520980.115295.20250701.000000209,1,인천공장,Factory,Aggregation,2025-07-01 20:24:00,1,0,normal
1042,001.8804823.1520980.115295.20250701.000000209,5,인천공장창고,WMS,WMS_Inbound,2025-07-02 00:34:19,1,0,normal
1043,001.8804823.1520980.115295.20250701.000000209,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 02:41:00,1,0,normal
1044,001.8804823.1520980.115295.20250701.000000209,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 08:17:50,1,0,normal
1045,001.8804823.1520980.115295.20250701.000000209,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 11:10:53,1,0,normal
1046,001.8809437.7232548.553121.20250701.000000210,1,인천공장,Factory,Aggregation,2025-07-01 20:27:00,1,0,normal
1047,001.8809437.7232548.553121.20250701.000000210,5,인천공장창고,WMS,WMS_Inbound,2025-07-02 01:59:11,1,0,normal
1048,001.8809437.7232548.553121.20250701.000000210,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 09:03:39,1,0,normal
1049,001.8809437.7232548.553121.20250701.000000210,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 15:50:52,1,0,normal
1050,001.8809437.7232548.553121.20250701.000000210,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 15:50:59,1,1,jump
1051,001.8809437.5467096.779653.20250701.000000211,1,인천공장,Factory,Aggregation,2025-07-01 20:30:00,1,0,normal
1052,001.8809437.5467096.779653.20250701.000000211,5,인천공장창고,WMS,WMS_Inbound,2025-07-02 04:11:17,1,0,normal
1053,001.8809437.5467096.779653.20250701.000000211,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 12:13:59,1,0,normal
1054,001.8809437.5467096.779653.20250701.000000211,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 19:26:39,1,0,normal
1055,001.8809437.5467096.779653.20250701.000000211,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-03 01:04:21,1,0,normal
1056,001.8805843.3479283.144794.20250701.000000212,1,인천공장,Factory,Aggregation,2025-07-01 20:33:00,1,0,normal
1057,001.8805843.3479283.144794.20250701.000000212,5,인천공장창고,WMS,WMS_Inbound,2025-07-02 06:11:04,1,0,normal
1058,001.8805843.3479283.144794.20250701.000000212,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 07:11:04,1,0,normal
1059,001.8805843.3479283.144794.20250701.000000212,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 12:54:11,1,0,normal
1060,001.8805843.3479283.144794.20250701.000000212,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 16:51:50,1,0,normal
1061,001.8804823.8395872.979555.20250701.000000213,1,인천공장,Factory,Aggregation,2025-07-01 20:36:00,1,0,normal
1062,001.8804823.8395872.979555.20250701.000000213,5,인천공장창고,WMS,WMS_Inbound,2025-07-02 03:20:10,1,0,normal
1063,001.8804823.8395872.979555.20250701.000000213,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 11:35:21,1,0,normal
1064,001.8804823.8395872.979555.20250701.000000213,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 23:08:43,1,0,normal
1065,001.8804823.8395872.979555.20250701.000000213,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-03 06:38:58,1,0,normal
1066,001.8805843.4210626.599975.20250701.000000214,1,인천공장,Factory,Aggregation,2025-07-01 20:39:00,1,0,normal
1067,001.8805843.4210626.599975.20250701.000000214,5,인천공장창고,WMS,WMS_Inbound,2025-07-02 00:20:58,1,0,normal
1068,001.8805843.4210626.599975.20250701.000000214,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 07:27:04,1,1,epcDup
1069,001.8805843.4210626.599975.20250701.000000214,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 07:27:04,1,1,epcDup
1070,001.8805843.4210626.599975.20250701.000000214,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 20:47:10,1,0,normal
1071,001.8809437.3635776.327139.20250701.000000215,1,인천공장,Factory,Aggregation,2025-07-01 20:42:00,1,1,locErr
1072,001.8809437.3635776.327139.20250701.000000215,5,인천공장창고,WMS,WMS_Inbound,2025-07-02 02:36:45,1,0,normal
1073,001.8809437.3635776.327139.20250701.000000215,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 08:37:09,1,0,normal
1074,001.8809437.3635776.327139.20250701.000000215,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 16:25:35,1,0,normal
1075,001.8809437.3635776.327139.20250701.000000215,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 19:53:34,1,1,locErr
1076,001.8809437.9906894.135258.20250701.000000216,1,인천공장,Factory,Aggregation,2025-07-01 20:45:00,1,0,normal
1077,001.8809437.9906894.135258.20250701.000000216,5,인천공장창고,WMS,WMS_Inbound,2025-07-02 02:21:31,1,0,normal
1078,INVALID_FORMAT_1077,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 08:11:26,1,1,epcFake
1079,001.8809437.9906894.135258.20250701.000000216,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 19:13:49,1,0,normal
1080,001.8809437.9906894.135258.20250701.000000216,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 23:51:54,1,0,normal
1081,001.8809437.5365472.518890.20250701.000000217,1,인천공장,Factory,Aggregation,2025-07-01 20:48:00,1,0,normal
1082,001.8809437.5365472.518890.20250701.000000217,5,인천공장창고,WMS,WMS_Inbound,2025-07-01 23:31:09,1,0,normal
1083,001.8809437.5365472.518890.20250701.000000217,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 05:18:50,1,0,normal
1084,001.8809437.5365472.518890.20250701.000000217,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 09:12:53,1,0,normal
1085,001.8809437.5365472.518890.20250701.000000217,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 14:19:17,1,0,normal
1086,001.8809437.4717668.870223.20250701.000000218,1,인천공장,Factory,Aggregation,2025-07-01 20:51:00,1,0,normal
1087,001.8809437.4717668.870223.20250701.000000218,5,인천공장창고,WMS,WMS_Inbound,2025-07-02 04:50:41,1,0,normal
1088,001.8809437.4717668.870223.20250701.000000218,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 05:57:13,1,0,normal
1089,001.8809437.4717668.870223.20250701.000000218,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 12:01:12,1,1,locErr
1090,001.8809437.4717668.870223.20250701.000000218,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 13:58:16,1,0,normal
1091,001.8805843.1225803.536771.20250701.000000219,1,인천공장,Factory,Aggregation,2025-07-01 20:54:00,1,0,normal
1092,001.8805843.1225803.536771.20250701.000000219,5,인천공장창고,WMS,WMS_Inbound,2025-07-01 23:20:34,1,0,normal
1093,001.8805843.1225803.536771.20250701.000000219,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 05:28:33,1,0,normal
1094,001.8805843.1225803.536771.20250701.000000219,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 07:04:20,1,0,normal
1095,001.8805843.1225803.536771.20250701.000000219,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 11:26:05,1,0,normal
1096,001.8805843.8137162.449884.20250701.000000220,1,인천공장,Factory,Aggregation,2025-07-01 20:57:00,1,0,normal
1097,001.8805843.8137162.449884.20250701.000000220,5,인천공장창고,WMS,WMS_Inbound,2025-07-02 03:09:40,1,0,normal
1098,001.8805843.8137162.449884.20250701.000000220,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 09:57:45,1,0,normal
1099,001.8805843.8137162.449884.20250701.000000220,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 18:02:18,1,0,normal
1100,001.8805843.8137162.449884.20250701.000000220,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 19:07:48,1,0,normal
1101,001.8804823.1747319.499021.20250701.000000221,1,인천공장,Factory,Aggregation,2025-07-01 21:00:00,1,0,normal
1102,001.8804823.1747319.499021.20250701.000000221,5,인천공장창고,WMS,WMS_Inbound,2025-07-02 03:11:05,1,0,normal
1103,001.8804823.1747319.499021.20250701.000000221,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 09:50:08,1,0,normal
1104,001.8804823.1747319.499021.20250701.000000221,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 13:50:01,1,0,normal
1105,001.8804823.1747319.499021.20250701.000000221,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 21:07:29,1,0,normal
1106,001.8805843.5201378.524776.20250701.000000222,1,인천공장,Factory,Aggregation,2025-07-01 21:03:00,1,0,normal
1107,001.8805843.5201378.524776.20250701.000000222,5,인천공장창고,WMS,WMS_Inbound,2025-07-01 22:35:00,1,0,normal
1108,001.8805843.5201378.524776.20250701.000000222,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 04:48:57,1,0,normal
1109,001.8805843.5201378.524776.20250701.000000222,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 09:19:20,1,0,normal
1110,001.8805843.5201378.524776.20250701.000000222,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 16:06:52,1,0,normal
1111,001.8809437.7024339.493495.20250701.000000223,1,인천공장,Factory,Aggregation,2025-07-01 21:06:00,1,0,normal
1112,001.8809437.7024339.493495.20250701.000000223,5,인천공장창고,WMS,WMS_Inbound,2025-07-02 03:15:23,1,0,normal
1113,001.8809437.7024339.493495.20250701.000000223,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 07:54:10,1,1,epcDup
1114,001.8809437.7024339,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 15:43:57,1,1,epcFake
1115,001.8809437.7024339.493495.20250701.000000223,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 07:54:10,1,1,epcDup
1116,001.8804823.5170963.136706.20250701.000000224,1,인천공장,Factory,Aggregation,2025-07-01 21:09:00,1,0,normal
1117,001.8804823.5170963.136706.20250701.000000224,5,인천공장창고,WMS,WMS_Inbound,2025-07-01 23:53:01,1,0,normal
1118,001.8804823.5170963.136706.20250701.000000224,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 06:20:32,1,0,normal
1119,001.8804823.5170963.136706.20250701.000000224,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 13:13:27,1,0,normal
1120,001.8804823.5170963.136706.20250701.000000224,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 19:08:31,1,0,normal
1121,001.8805843.3321144.147867.20250701.000000225,1,인천공장,Factory,Aggregation,2025-07-01 21:12:00,1,0,normal
1122,001.8805843.3321144.147867.20250701.000000225,5,인천공장창고,WMS,WMS_Inbound,2025-07-02 03:35:58,1,0,normal
1123,001.8805843.3321144.147867.20250701.000000225,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 13:20:08,1,0,normal
1124,001.8805843.3321144.147867.20250701.000000225,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 18:33:21,1,0,normal
1125,001.8805843.3321144.147867.20250701.000000225,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-03 00:48:12,1,0,normal
1126,001.8809437.6866797.454358.20250701.000000226,1,인천공장,Factory,Aggregation,2025-07-01 21:15:00,1,0,normal
1127,001.8809437.6866797.454358.20250701.000000226,5,인천공장창고,WMS,WMS_Inbound,2025-07-02 05:41:20,1,0,normal
1128,001.8809437.6866797.454358.20250701.000000226,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-01 22:41:20,1,1,evtOrderErr
1129,001.8809437.6866797.454358.20250701.000000226,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 15:45:31,1,0,normal
1130,001.8809437.6866797.454358.20250701.000000226,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 19:42:23,1,0,normal
1131,001.8805843.7151179.561666.20250701.000000227,1,인천공장,Factory,Aggregation,2025-07-01 21:18:00,1,0,normal
1132,001.8805843.7151179.561666.20250701.000000227,5,인천공장창고,WMS,WMS_Inbound,2025-07-02 02:19:41,1,0,normal
1133,001.8805843.7151179.561666.20250701.000000227,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 10:31:15,1,0,normal
1134,001.8805843.7151179.561666.20250701.000000227,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 11:31:15,1,0,normal
1135,001.8805843.7151179.561666.20250701.000000227,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 14:58:14,1,0,normal
1136,001.8804823.1274484.259592.20250701.000000228,1,인천공장,Factory,Aggregation,2025-07-01 21:21:00,1,0,normal
1137,001.8804823.1274484.259592.20250701.000000228,5,인천공장창고,WMS,WMS_Inbound,2025-07-02 04:42:30,1,0,normal
1138,001.8804823.1274484.259592.20250701.000000228,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 14:35:46,1,0,normal
1139,001.8804823.1274484.259592.20250701.000000228,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 19:40:03,1,0,normal
1140,001.8804823.1274484.259592.20250701.000000228,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-03 03:54:56,1,0,normal
1141,001.8804823.5725484.185912.20250701.000000229,1,인천공장,Factory,Aggregation,2025-07-01 21:24:00,1,0,normal
1142,001.8804823.5725484.185912.20250701.000000229,5,인천공장창고,WMS,WMS_Inbound,2025-07-02 05:10:14,1,0,normal
1143,001.8804823.5725484.185912.20250701.000000229,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 05:22:46,1,1,jump
1144,001.8804823.5725484.185912.20250701.000000229,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 18:40:28,1,1,epcDup
1145,001.8804823.5725484.185912.20250701.000000229,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 18:40:28,1,1,epcDup
1146,INVALID_FORMAT_1145,1,인천공장,Factory,Aggregation,2025-07-01 21:27:00,1,1,epcFake
1147,001.8805843.6988610.307714.20250701.000000230,5,인천공장창고,WMS,WMS_Inbound,2025-07-02 00:00:13,1,0,normal
1148,001.8805843.6988610.307714.20250701.000000230,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 08:41:47,1,0,normal
1149,001.8805843.6988610.307714.20250701.000000230,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 14:39:30,1,0,normal
1150,001.8805843.6988610.307714.20250701.000000230,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 22:55:43,1,0,normal
1151,001.8805843.2098485.467874.20250701.000000231,1,인천공장,Factory,Aggregation,2025-07-01 21:30:00,1,0,normal
1152,001.8805843.2098485.467874.20250701.000000231,5,인천공장창고,WMS,WMS_Inbound,2025-07-02 06:15:15,1,0,normal
1153,001.8805843.2098485.467874.20250701.000000231,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 14:35:21,1,0,normal
1154,001.8805843.2098485.467874.20250701.000000231,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 18:35:05,1,0,normal
1155,001.8805843.2098485.467874.20250701.000000231,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 23:21:23,1,0,normal
1156,001.8809437.1686185.157996.20250701.000000232,1,인천공장,Factory,Aggregation,2025-07-01 21:33:00,1,0,normal
1157,001.8809437.1686185.157996.20250701.000000232,5,인천공장창고,WMS,WMS_Inbound,2025-07-02 02:59:13,1,0,normal
1158,001.8809437.1686185.157996.20250701.000000232,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 07:09:30,1,0,normal
1159,001.8809437.1686185.157996.20250701.000000232,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 12:19:28,1,0,normal
1160,001.8809437.1686185.157996.20250701.000000232,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 15:32:13,1,0,normal
1161,001.8804823.8629301.925435.20250701.000000233,1,인천공장,Factory,Aggregation,2025-07-01 21:36:00,1,0,normal
1162,001.8804823.8629301.925435.20250701.000000233,5,인천공장창고,WMS,WMS_Inbound,2025-07-02 03:48:10,1,0,normal
1163,001.8804823.8629301.925435.20250701.000000233,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 08:40:17,1,0,normal
1164,001.8804823.8629301.925435.20250701.000000233,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 16:31:00,1,0,normal
1165,001.8804823.8629301.925435.20250701.000000233,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 22:14:25,1,0,normal
1166,001.8804823.9494775.907990.20250701.000000234,1,인천공장,Factory,Aggregation,2025-07-01 21:39:00,1,0,normal
1167,001.8804823.9494775.907990.20250701.000000234,5,인천공장창고,WMS,WMS_Inbound,2025-07-02 02:11:06,1,0,normal
1168,001.8804823.9494775.907990.20250701.000000234,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 07:13:22,1,0,normal
1169,001.8804823.9494775.907990.20250701.000000234,23,수도권_도매상1,W_Stock_Inbound,W_Stock_Inbound,2025-07-02 07:24:06,1,1,jump
1170,001.8804823.9494775.907990.20250701.000000234,53,수도권_도매상1_권역_소매상1,R_Stock_Inbound,R_Stock_Inbound,2025-07-02 15:54:08,1,0,normal
1171,001.8805843.2527101.449251.20250701.000000235,1,인천공장,Factory,Aggregation,2025-07-01 21:42:00,1,0,normal
1172,001.8805843.2527101.449251.20250701.000000235,5,인천공장창고,WMS,WMS_Inbound,2025-07-02 02:26:21,1,0,normal
1173,001.8805843.2527101.449251.20250701.000000235,13,수도권물류센터,Logistics_HUB,HUB_Inbound,2025-07-02 06:51:34,1,1,locErr
